customer_id,nationality,customer_type,income_band,loyalty_score,churn_risk_score,brand,model,trim,model_year,engine_type,fuel_type,color,vehicle_price,sale_date,sale_channel,discount_percentage,final_sale_price,payment_type,loan_amount,stock_days,inventory_status,depreciation_rate,mileage,avg_monthly_km,driving_pattern,last_service_date,service_count_last_12_months,avg_service_cost,next_service_due_days,warranty_status,service_revenue_to_date,parts_revenue_to_date,total_customer_lifetime_value
CUST06066,British,Fleet,High,92,0.07,Lexus,LX600,Base,2022,V8,Hybrid,Gray,83174,2023-10-13,Showroom,7,77351.82,Bank Loan,22167,18,Fast-Moving,0.16,40503,3412,Mixed,2024-11-16,3,1557,95,Under Warranty,18325,10356,486289
CUST06067,Indian,Fleet,High,75,0.38,Lexus,LX600,Base,2024,V8,Hybrid,Silver,218454,2022-04-09,Fleet Sales,1,216269.46,Bank Loan,133085,164,Medium-Moving,0.24,75834,851,Mixed,2023-12-03,3,3052,22,Under Warranty,12338,4838,595190
CUST06068,Egyptian,Fleet,Low,86,0.13,Toyota,Land Cruiser,Base,2022,Inline-4,Hybrid,Silver,443867,2023-11-02,Fleet Sales,2,434989.66,Lease,267685,66,Slow-Moving,0.21,86720,2545,City,2024-11-28,0,1168,108,Under Warranty,21001,2621,317738
CUST06069,Egyptian,Corporate,High,58,0.2,Mercedes,G-Class,Premium,2024,V8,Hybrid,Black,108595,2022-08-26,Showroom,5,103165.25,Bank Loan,54080,134,Fast-Moving,0.14,115008,706,Mixed,2024-01-12,3,3453,5,Out of Warranty,15147,5759,170593
CUST06070,Filipino,Individual,Low,58,0.24,Nissan,Patrol,Base,2023,V8,Petrol,Black,161064,2022-08-09,Online,8,148178.88,Cash,74957,87,Medium-Moving,0.11,42063,1321,City,2023-07-09,4,1092,84,Under Warranty,9994,10233,207406
CUST06071,Filipino,Corporate,Medium,70,0.42,BMW,X5,Platinum,2021,V8,Hybrid,Black,363583,2023-01-06,Showroom,5,345403.85,Cash,63361,120,Medium-Moving,0.15,31202,817,City,2023-07-03,3,3476,92,Under Warranty,13704,2522,568909
CUST06072,Filipino,Corporate,High,100,0.3,Nissan,Patrol,Mid,2024,V8,Hybrid,White,144491,2023-01-21,Showroom,8,132931.72,Lease,94052,131,Slow-Moving,0.2,96618,5922,City,2023-04-15,4,3558,94,Under Warranty,13767,1287,348726
CUST06073,Indian,Individual,Medium,48,0.43,Mercedes,E-Class,Mid,2021,Inline-4,Petrol,Blue,297171,2024-03-24,Fleet Sales,4,285284.16,Cash,213232,140,Slow-Moving,0.14,12401,4484,Highway,2025-12-19,7,2719,44,Under Warranty,17178,5227,584055
CUST06074,Indian,Individual,High,60,0.15,Toyota,Land Cruiser,Base,2023,V8,Petrol,Blue,318165,2023-07-12,Online,1,314983.35,Cash,121660,94,Slow-Moving,0.1,21667,1881,Mixed,2024-03-23,8,1944,118,Out of Warranty,23533,4807,556201
CUST06075,Qatari,Fleet,Medium,78,0.26,BMW,X7,Premium,2023,Inline-4,Petrol,Blue,354230,2022-10-19,Showroom,5,336518.5,Cash,127461,27,Slow-Moving,0.19,71891,4971,Mixed,2023-05-05,3,1951,65,Out of Warranty,10538,13234,138400
CUST06076,Pakistani,Corporate,Low,80,0.21,BMW,X5,Premium,2022,V8,Hybrid,White,427304,2024-03-01,Fleet Sales,6,401665.76,Cash,275744,148,Fast-Moving,0.22,70880,4465,Highway,2024-08-13,4,1333,88,Out of Warranty,3326,5114,585060
CUST06077,Filipino,Corporate,High,99,0.14,Toyota,Corolla,Base,2022,V6,Hybrid,Blue,135805,2023-07-11,Fleet Sales,3,131730.85,Bank Loan,25958,60,Fast-Moving,0.12,47274,4731,Highway,2023-10-08,5,1886,94,Under Warranty,21478,9759,497116
CUST06078,Indian,Corporate,Low,77,0.24,Nissan,Altima,Platinum,2022,V8,Petrol,White,311894,2022-11-16,Fleet Sales,2,305656.12,Cash,69664,175,Medium-Moving,0.14,23596,4025,City,2023-04-28,5,2445,89,Out of Warranty,9048,6033,317704
CUST06079,Jordanian,Corporate,High,56,0.39,Toyota,Corolla,Premium,2024,Inline-4,Petrol,Gray,404244,2022-01-21,Fleet Sales,0,404244.0,Lease,144291,173,Medium-Moving,0.09,103491,1030,Mixed,2022-08-25,1,3452,95,Under Warranty,5866,1612,307375
CUST06080,Filipino,Individual,Medium,80,0.2,BMW,X5,Base,2021,Inline-4,Petrol,Black,87653,2023-10-07,Showroom,2,85899.94,Bank Loan,4904,29,Fast-Moving,0.21,67417,5906,City,2025-08-17,3,1224,58,Under Warranty,24562,11263,476850
CUST06081,Egyptian,Individual,Medium,95,0.28,Lexus,LX600,Premium,2022,Inline-4,Hybrid,Gray,135748,2022-04-07,Showroom,1,134390.52,Cash,101127,107,Slow-Moving,0.17,118487,3530,City,2023-02-25,3,3396,89,Out of Warranty,6070,9233,366992
CUST06082,Jordanian,Corporate,High,48,0.4,Lexus,RX350,Mid,2023,V8,Petrol,Silver,215659,2023-01-11,Fleet Sales,2,211345.82,Cash,118990,168,Medium-Moving,0.23,115899,3918,Highway,2024-10-17,4,1904,88,Under Warranty,10189,5307,552144
CUST06083,Qatari,Fleet,Low,52,0.32,Lexus,LX600,Base,2022,Inline-4,Petrol,Silver,173209,2022-01-01,Showroom,5,164548.55,Bank Loan,12621,83,Medium-Moving,0.1,60878,2069,Highway,2022-03-12,8,1250,83,Out of Warranty,18319,11967,280809
CUST06084,Egyptian,Corporate,Low,68,0.44,BMW,X5,Premium,2022,Inline-4,Petrol,Gray,412693,2022-12-18,Online,4,396185.28,Cash,196101,119,Medium-Moving,0.2,103773,2311,Highway,2024-03-09,8,2932,103,Under Warranty,15855,6322,480964
CUST06085,British,Corporate,High,74,0.43,Toyota,Camry,Premium,2023,V6,Petrol,Blue,430412,2023-05-25,Showroom,4,413195.52,Bank Loan,237866,67,Medium-Moving,0.21,98216,3358,City,2024-06-16,0,2608,94,Out of Warranty,4505,13452,252185
CUST06086,Egyptian,Corporate,Medium,68,0.29,BMW,X5,Platinum,2024,Inline-4,Petrol,Silver,191453,2024-04-14,Online,0,191453.0,Bank Loan,36407,14,Slow-Moving,0.1,46949,2891,Mixed,2024-05-17,2,1937,31,Out of Warranty,5935,11764,371532
CUST06087,British,Fleet,Low,83,0.26,Lexus,LX600,Premium,2022,V8,Petrol,Silver,341620,2024-04-11,Fleet Sales,0,341620.0,Bank Loan,30937,63,Fast-Moving,0.16,32696,1234,City,2025-05-20,7,2810,53,Out of Warranty,2385,12588,268542
CUST06088,British,Individual,Low,96,0.44,BMW,X7,Premium,2023,Inline-4,Hybrid,Silver,336353,2023-11-06,Showroom,6,316171.82,Lease,19550,88,Medium-Moving,0.1,6568,1665,Mixed,2024-08-07,0,2326,93,Under Warranty,3643,8536,198390
CUST06089,Egyptian,Fleet,Low,77,0.14,Mercedes,E-Class,Premium,2022,V8,Petrol,Gray,400647,2023-02-26,Fleet Sales,8,368595.24,Cash,155497,72,Medium-Moving,0.13,87269,3661,City,2023-11-10,1,2315,59,Out of Warranty,13833,3774,153048
CUST06090,Pakistani,Fleet,High,49,0.38,Toyota,Camry,Premium,2021,V8,Hybrid,Silver,206250,2023-02-18,Online,2,202125.0,Cash,30553,102,Medium-Moving,0.2,114373,2604,Highway,2024-02-13,1,1837,38,Out of Warranty,11148,11335,513402
CUST06091,Jordanian,Individual,Low,73,0.23,Toyota,Land Cruiser,Premium,2024,V8,Hybrid,Blue,447008,2022-05-09,Online,6,420187.52,Cash,235607,141,Medium-Moving,0.24,21805,5288,City,2023-04-12,1,3233,17,Under Warranty,6078,6480,484704
CUST06092,Qatari,Corporate,Medium,60,0.44,Mercedes,G-Class,Premium,2022,V8,Hybrid,Silver,292375,2024-04-08,Showroom,7,271908.75,Cash,210295,96,Slow-Moving,0.09,61622,599,Mixed,2025-03-09,8,1250,46,Out of Warranty,20042,11665,349193
CUST06093,British,Fleet,High,53,0.17,BMW,X5,Platinum,2022,V8,Petrol,Gray,432120,2024-03-15,Online,0,432120.0,Lease,331527,155,Slow-Moving,0.13,93053,522,Mixed,2026-01-15,8,834,116,Out of Warranty,2953,13847,339487
CUST06094,Jordanian,Fleet,High,86,0.26,Mercedes,G-Class,Base,2023,V8,Hybrid,Blue,330880,2022-04-26,Online,6,311027.2,Lease,151488,144,Medium-Moving,0.1,93523,3565,City,2022-06-11,7,2221,36,Under Warranty,16526,14207,482184
CUST06095,Qatari,Fleet,Medium,54,0.14,Mercedes,E-Class,Platinum,2022,V6,Petrol,Black,261252,2023-01-04,Showroom,6,245576.88,Lease,63419,54,Slow-Moving,0.15,86552,1756,Highway,2024-06-03,0,1132,76,Under Warranty,21074,8372,358213
CUST06096,Pakistani,Fleet,High,66,0.43,BMW,X7,Mid,2022,V8,Hybrid,Black,267212,2022-10-18,Showroom,2,261867.76,Lease,34503,135,Medium-Moving,0.22,8044,649,Mixed,2023-11-01,1,2318,105,Under Warranty,22556,8599,407861
CUST06097,Indian,Corporate,Medium,91,0.36,Lexus,LX600,Premium,2021,Inline-4,Hybrid,Silver,230749,2023-11-07,Fleet Sales,6,216904.06,Lease,19958,104,Medium-Moving,0.18,113207,752,Mixed,2024-10-13,1,961,92,Under Warranty,22888,14711,513289
CUST06098,Filipino,Corporate,Medium,96,0.21,Toyota,Corolla,Mid,2023,Inline-4,Hybrid,Blue,262572,2022-03-12,Showroom,5,249443.4,Bank Loan,122185,69,Fast-Moving,0.1,104355,3657,Highway,2023-06-06,6,2911,66,Under Warranty,4414,9034,255729
CUST06099,Qatari,Fleet,Medium,75,0.26,BMW,X7,Premium,2022,V6,Petrol,Gray,238885,2023-03-15,Online,3,231718.45,Cash,159581,22,Slow-Moving,0.1,74592,4599,City,2023-11-04,4,851,71,Under Warranty,14125,11856,288639
CUST06100,British,Fleet,High,46,0.06,Nissan,Altima,Base,2023,Inline-4,Hybrid,Silver,327570,2022-10-13,Online,3,317742.9,Bank Loan,71762,102,Fast-Moving,0.13,16887,2231,Highway,2024-08-07,3,1612,7,Under Warranty,22368,9659,144572
CUST06101,Filipino,Corporate,Low,80,0.16,Nissan,Altima,Platinum,2021,Inline-4,Petrol,Blue,381036,2023-07-06,Online,8,350553.12,Lease,122129,161,Fast-Moving,0.16,89789,3156,Highway,2024-06-10,4,3493,94,Out of Warranty,20626,5220,170357
CUST06102,Qatari,Individual,High,49,0.18,Mercedes,E-Class,Mid,2022,V6,Hybrid,Gray,261661,2022-07-13,Fleet Sales,6,245961.34,Lease,67405,92,Slow-Moving,0.09,60115,3463,City,2022-12-02,1,1938,18,Out of Warranty,10636,13195,552765
CUST06103,British,Individual,Low,93,0.11,BMW,X5,Premium,2024,Inline-4,Hybrid,Silver,178021,2023-02-02,Showroom,2,174460.58,Lease,17308,107,Medium-Moving,0.18,54068,2157,Mixed,2024-08-17,3,1913,6,Out of Warranty,14294,13289,594091
CUST06104,Jordanian,Individual,High,87,0.16,Mercedes,G-Class,Platinum,2022,V8,Hybrid,White,148954,2023-04-04,Fleet Sales,1,147464.46,Cash,15307,95,Fast-Moving,0.14,50483,5264,Highway,2024-04-16,0,1203,32,Under Warranty,24678,4200,567598
CUST06105,Filipino,Corporate,High,78,0.31,BMW,X5,Premium,2022,V6,Petrol,White,188304,2022-11-19,Online,0,188304.0,Lease,122370,96,Medium-Moving,0.09,35863,874,Highway,2024-08-24,1,3129,19,Under Warranty,16199,4858,440259
CUST06106,Egyptian,Fleet,High,83,0.44,Toyota,Corolla,Mid,2023,Inline-4,Hybrid,Blue,344490,2023-12-17,Showroom,5,327265.5,Lease,238733,77,Medium-Moving,0.22,60581,938,Mixed,2024-10-18,3,2050,23,Under Warranty,19605,2955,212077
CUST06107,Filipino,Fleet,Medium,81,0.27,BMW,X7,Base,2022,V6,Hybrid,Silver,166247,2023-12-01,Fleet Sales,6,156272.18,Lease,101606,40,Slow-Moving,0.1,110647,5392,Mixed,2025-07-04,6,1771,68,Under Warranty,11244,245,313172
CUST06108,Pakistani,Corporate,High,59,0.41,BMW,X7,Platinum,2021,V8,Petrol,White,115268,2022-08-29,Online,3,111809.96,Bank Loan,58521,112,Medium-Moving,0.25,114461,3448,City,2024-06-20,1,2610,113,Out of Warranty,13360,11136,388056
CUST06109,Egyptian,Individual,High,91,0.34,Toyota,Camry,Base,2022,Inline-4,Hybrid,Silver,111219,2024-03-10,Online,2,108994.62,Lease,63323,135,Fast-Moving,0.19,42927,5554,City,2024-12-23,0,1287,41,Under Warranty,17385,7670,145628
CUST06110,Qatari,Fleet,High,44,0.45,Toyota,Corolla,Base,2021,V8,Hybrid,Blue,406518,2024-02-03,Fleet Sales,2,398387.64,Lease,144847,103,Fast-Moving,0.23,75049,2922,Mixed,2024-07-16,7,1600,8,Out of Warranty,15674,11235,414511
CUST06111,Egyptian,Individual,High,86,0.28,Toyota,Camry,Platinum,2024,V8,Hybrid,Silver,380862,2024-05-13,Showroom,6,358010.28,Bank Loan,107898,97,Fast-Moving,0.22,111239,1556,Mixed,2026-03-31,0,3082,31,Under Warranty,4793,6240,129493
CUST06112,Pakistani,Fleet,Low,92,0.34,Mercedes,E-Class,Base,2021,V6,Hybrid,Black,170610,2023-01-27,Online,0,170610.0,Lease,110331,61,Medium-Moving,0.09,62763,2746,City,2024-04-02,6,1066,70,Under Warranty,11522,4766,150331
CUST06113,Pakistani,Individual,Low,82,0.12,Lexus,LX600,Premium,2023,V8,Hybrid,Blue,328077,2023-09-09,Showroom,5,311673.15,Lease,109676,37,Medium-Moving,0.13,96741,4735,Mixed,2023-11-22,1,2910,60,Out of Warranty,24255,3941,586760
CUST06114,British,Corporate,Medium,81,0.12,Toyota,Camry,Premium,2024,V8,Petrol,White,180936,2023-09-16,Fleet Sales,2,177317.28,Lease,102680,153,Slow-Moving,0.2,8053,2920,Mixed,2023-11-16,6,842,102,Out of Warranty,13750,13524,153057
CUST06115,Jordanian,Individual,High,40,0.23,BMW,X7,Premium,2023,V6,Petrol,Black,385652,2022-06-22,Showroom,6,362512.88,Lease,218583,73,Slow-Moving,0.13,69428,5235,Highway,2023-12-14,6,3968,16,Under Warranty,5120,12662,521141
CUST06116,British,Fleet,High,69,0.38,Lexus,LX600,Base,2022,Inline-4,Hybrid,Gray,375042,2022-11-28,Fleet Sales,6,352539.48,Bank Loan,260017,137,Medium-Moving,0.08,23504,5763,Mixed,2023-05-23,8,925,69,Under Warranty,2294,2940,532422
CUST06117,Indian,Fleet,Low,79,0.08,Nissan,Patrol,Platinum,2021,Inline-4,Hybrid,Blue,395415,2022-01-07,Showroom,7,367735.95,Bank Loan,214354,100,Medium-Moving,0.14,95539,4241,Mixed,2023-05-26,3,3672,32,Under Warranty,23108,1915,537628
CUST06118,Filipino,Fleet,Medium,56,0.32,Mercedes,G-Class,Premium,2024,Inline-4,Petrol,Silver,208113,2023-02-04,Showroom,5,197707.35,Bank Loan,68258,152,Fast-Moving,0.1,114988,2054,Highway,2024-04-10,7,2915,47,Under Warranty,4767,7115,340372
CUST06119,Indian,Corporate,High,85,0.15,BMW,X7,Premium,2024,V8,Petrol,White,383953,2022-10-01,Fleet Sales,2,376273.94,Bank Loan,264560,70,Fast-Moving,0.15,91265,3035,City,2023-05-07,4,3452,118,Out of Warranty,5731,12048,595790
CUST06120,Indian,Individual,Low,50,0.18,Toyota,Corolla,Mid,2021,Inline-4,Petrol,White,127206,2022-04-06,Showroom,7,118301.58,Bank Loan,10822,64,Fast-Moving,0.23,78372,3484,City,2022-05-07,4,1319,45,Under Warranty,14311,11801,191804
CUST06121,Egyptian,Fleet,Medium,54,0.4,Nissan,Patrol,Platinum,2023,V8,Hybrid,White,335269,2023-09-02,Fleet Sales,6,315152.86,Lease,133288,68,Fast-Moving,0.16,55246,4436,Mixed,2025-03-11,0,3009,34,Out of Warranty,21493,2204,492107
CUST06122,Indian,Corporate,High,57,0.06,Nissan,Altima,Mid,2023,V6,Hybrid,Gray,145193,2024-05-03,Online,8,133577.56,Bank Loan,13794,144,Medium-Moving,0.23,79743,4798,Highway,2025-05-21,4,1979,58,Out of Warranty,21733,12528,568524
CUST06123,Filipino,Fleet,Medium,92,0.39,BMW,X7,Premium,2021,V6,Hybrid,Black,401691,2023-02-02,Online,2,393657.18,Bank Loan,123790,17,Slow-Moving,0.17,90852,1977,Highway,2024-06-29,5,1771,92,Under Warranty,9937,8733,475100
CUST06124,Egyptian,Fleet,Low,49,0.39,Mercedes,G-Class,Base,2024,V6,Hybrid,Black,268525,2022-11-22,Showroom,0,268525.0,Bank Loan,210249,153,Medium-Moving,0.25,17109,3450,City,2024-02-10,4,1736,49,Under Warranty,22411,8113,430783
CUST06125,Filipino,Corporate,Medium,63,0.32,Lexus,LX600,Base,2022,Inline-4,Hybrid,White,160116,2022-12-01,Showroom,8,147306.72,Cash,117054,47,Slow-Moving,0.15,17724,4931,Highway,2024-05-01,5,2701,25,Out of Warranty,2678,4040,100044
CUST06126,Egyptian,Individual,Low,44,0.14,BMW,X5,Premium,2021,V6,Hybrid,White,439667,2022-05-06,Showroom,2,430873.66,Cash,255725,43,Slow-Moving,0.18,15005,3599,Mixed,2023-10-12,1,3104,83,Out of Warranty,10183,12335,331624
CUST06127,Jordanian,Corporate,Medium,79,0.4,BMW,X5,Mid,2021,Inline-4,Petrol,Blue,255993,2024-05-29,Showroom,8,235513.56,Lease,44573,124,Slow-Moving,0.14,116714,4321,Mixed,2025-08-21,1,3500,38,Under Warranty,5125,10990,508301
CUST06128,Egyptian,Fleet,High,80,0.44,Nissan,Altima,Platinum,2021,V6,Hybrid,Blue,253159,2023-10-17,Showroom,4,243032.64,Bank Loan,19054,12,Medium-Moving,0.13,100100,4521,Highway,2025-02-01,0,2537,52,Out of Warranty,23117,13828,167215
CUST06129,British,Fleet,Medium,59,0.31,Toyota,Camry,Base,2024,V8,Petrol,Gray,425935,2023-10-31,Fleet Sales,1,421675.65,Bank Loan,271662,11,Medium-Moving,0.11,13435,1821,Highway,2024-11-13,2,2412,31,Out of Warranty,4280,10267,561842
CUST06130,Qatari,Individual,High,89,0.33,Mercedes,E-Class,Platinum,2022,V8,Hybrid,Silver,429992,2023-04-29,Showroom,8,395592.64,Cash,115741,60,Fast-Moving,0.19,36265,5836,Mixed,2024-02-22,1,1913,110,Under Warranty,13948,5756,413691
CUST06131,Pakistani,Fleet,High,45,0.06,Lexus,RX350,Platinum,2024,Inline-4,Hybrid,Silver,381735,2023-02-24,Online,5,362648.25,Cash,168828,20,Medium-Moving,0.08,74912,3663,Mixed,2024-10-05,3,2235,35,Out of Warranty,19968,10723,396568
CUST06132,British,Individual,Medium,49,0.15,Mercedes,G-Class,Base,2023,V6,Hybrid,Blue,403667,2022-01-24,Fleet Sales,4,387520.32,Lease,204557,93,Fast-Moving,0.21,62019,1402,City,2023-05-23,7,3286,28,Under Warranty,7786,362,257275
CUST06133,Jordanian,Individual,Low,51,0.23,Nissan,Patrol,Premium,2022,V8,Petrol,White,249171,2023-03-04,Fleet Sales,8,229237.32,Cash,35465,171,Fast-Moving,0.11,43617,2202,Highway,2023-10-10,6,3675,62,Under Warranty,23263,9135,174153
CUST06134,Egyptian,Corporate,Low,84,0.23,Mercedes,G-Class,Premium,2023,Inline-4,Hybrid,Gray,444623,2022-08-03,Fleet Sales,0,444623.0,Lease,86695,150,Slow-Moving,0.23,16373,5438,City,2023-11-24,8,3672,69,Out of Warranty,8700,3066,547514
CUST06135,Indian,Fleet,High,67,0.32,Toyota,Corolla,Platinum,2023,V8,Petrol,Silver,201704,2023-01-14,Online,3,195652.88,Cash,5600,175,Fast-Moving,0.22,15998,1588,Mixed,2024-03-06,3,1594,76,Under Warranty,17692,12382,353192
CUST06136,Jordanian,Corporate,High,57,0.24,Nissan,Altima,Premium,2021,Inline-4,Hybrid,Black,104266,2022-04-28,Fleet Sales,1,103223.34,Lease,51095,93,Slow-Moving,0.24,22283,848,Highway,2023-06-13,3,3070,78,Out of Warranty,21385,7707,173673
CUST06137,Pakistani,Fleet,High,73,0.38,Toyota,Land Cruiser,Base,2022,Inline-4,Hybrid,Gray,314703,2023-05-04,Online,8,289526.76,Lease,111776,21,Medium-Moving,0.14,17917,4471,Highway,2024-07-22,0,1165,83,Out of Warranty,24805,13830,412117
CUST06138,Qatari,Fleet,Medium,87,0.26,Mercedes,G-Class,Base,2022,V8,Petrol,Silver,332270,2023-06-12,Showroom,7,309011.1,Lease,223125,66,Medium-Moving,0.18,14447,2640,Highway,2024-05-12,6,1991,75,Out of Warranty,2000,254,481578
CUST06139,Qatari,Individual,High,87,0.3,Mercedes,E-Class,Platinum,2024,Inline-4,Petrol,Blue,200569,2022-07-13,Fleet Sales,6,188534.86,Lease,27771,164,Slow-Moving,0.24,95046,4121,Highway,2023-09-17,0,3414,76,Out of Warranty,1006,8256,296781
CUST06140,Pakistani,Individual,Medium,65,0.27,Lexus,RX350,Mid,2023,V6,Hybrid,Blue,267352,2023-07-20,Fleet Sales,0,267352.0,Cash,25056,37,Fast-Moving,0.15,88118,562,Mixed,2025-03-03,0,3707,50,Under Warranty,11119,14444,476704
CUST06141,Jordanian,Individual,High,79,0.26,Toyota,Camry,Mid,2023,V6,Hybrid,Silver,204392,2023-09-15,Showroom,4,196216.32,Bank Loan,146088,98,Fast-Moving,0.16,43875,5076,City,2024-11-21,6,3202,5,Under Warranty,20873,13262,312684
CUST06142,Pakistani,Individual,Medium,61,0.22,Lexus,RX350,Premium,2023,V6,Petrol,White,233518,2022-07-11,Fleet Sales,7,217171.74,Cash,34988,99,Slow-Moving,0.14,77945,1002,City,2022-12-20,3,2027,47,Under Warranty,10178,316,426938
CUST06143,Pakistani,Individual,Low,93,0.37,Nissan,Altima,Premium,2024,V6,Hybrid,Silver,314078,2023-01-07,Showroom,2,307796.44,Cash,39946,148,Fast-Moving,0.12,75027,1340,Highway,2024-08-03,1,2550,100,Out of Warranty,23989,8314,501469
CUST06144,Jordanian,Individual,High,86,0.4,Mercedes,G-Class,Premium,2021,V8,Hybrid,Gray,186792,2022-08-29,Showroom,0,186792.0,Bank Loan,93738,26,Slow-Moving,0.24,18115,5003,City,2023-04-13,3,2641,53,Out of Warranty,13852,537,332897
CUST06145,Filipino,Fleet,High,66,0.11,Mercedes,G-Class,Premium,2024,Inline-4,Petrol,Silver,365514,2024-03-29,Fleet Sales,4,350893.44,Cash,22738,115,Fast-Moving,0.18,50790,1958,Mixed,2025-02-23,7,1773,49,Under Warranty,5503,5423,511043
CUST06146,British,Fleet,High,69,0.33,BMW,X5,Base,2023,V8,Petrol,Black,243276,2023-04-04,Online,7,226246.68,Bank Loan,140404,54,Fast-Moving,0.11,106116,1340,Mixed,2024-04-13,1,2731,83,Out of Warranty,9244,13516,144215
CUST06147,Egyptian,Corporate,Low,95,0.24,Mercedes,G-Class,Platinum,2023,V6,Hybrid,Silver,115437,2024-05-23,Online,2,113128.26,Cash,34466,153,Slow-Moving,0.21,49950,873,Highway,2026-02-19,6,3700,71,Out of Warranty,18326,4481,443980
CUST06148,Egyptian,Fleet,High,88,0.44,BMW,X7,Premium,2023,V8,Petrol,Silver,227027,2024-02-24,Online,3,220216.19,Lease,120847,171,Medium-Moving,0.23,30883,4356,Mixed,2025-03-16,7,1274,64,Under Warranty,15005,8029,575307
CUST06149,Jordanian,Fleet,High,84,0.14,Lexus,RX350,Mid,2021,V6,Hybrid,Gray,169906,2024-02-09,Fleet Sales,2,166507.88,Cash,59733,168,Medium-Moving,0.24,8177,3227,City,2025-06-02,4,2359,9,Out of Warranty,18956,181,188454
CUST06150,Filipino,Individual,Low,84,0.11,Mercedes,G-Class,Mid,2022,V6,Petrol,Gray,315834,2023-10-20,Showroom,4,303200.64,Lease,43398,74,Fast-Moving,0.09,89689,4500,City,2025-08-11,1,2804,114,Out of Warranty,129,5813,96689
CUST06151,Pakistani,Corporate,Low,64,0.37,Lexus,LX600,Mid,2022,Inline-4,Petrol,Silver,119066,2024-02-15,Showroom,3,115494.02,Bank Loan,5380,44,Slow-Moving,0.23,38101,4028,Highway,2025-08-23,1,2276,77,Under Warranty,9552,12923,285823
CUST06152,Qatari,Individual,Low,73,0.31,Lexus,RX350,Premium,2023,Inline-4,Petrol,Black,239809,2022-11-29,Fleet Sales,6,225420.46,Cash,69535,84,Medium-Moving,0.12,6867,4189,Highway,2023-10-18,3,2719,89,Under Warranty,14167,8319,527074
CUST06153,Pakistani,Individual,Medium,42,0.15,Lexus,RX350,Platinum,2023,V8,Petrol,Gray,256225,2022-05-03,Online,4,245976.0,Cash,156317,85,Medium-Moving,0.18,46769,1276,City,2023-08-18,0,3468,96,Out of Warranty,14722,14610,512423
CUST06154,British,Corporate,Low,46,0.26,Nissan,Patrol,Platinum,2022,V6,Petrol,Silver,255668,2023-01-24,Online,2,250554.64,Bank Loan,167010,110,Fast-Moving,0.09,16520,5877,Highway,2023-06-01,5,3063,98,Under Warranty,6300,5856,105315
CUST06155,Pakistani,Corporate,High,98,0.37,BMW,X5,Mid,2023,V6,Petrol,Blue,94056,2022-06-24,Showroom,7,87472.08,Lease,25521,86,Slow-Moving,0.25,48666,3343,City,2024-02-02,4,3528,57,Out of Warranty,14917,14416,415338
CUST06156,Indian,Individual,High,57,0.27,BMW,X5,Platinum,2024,V8,Petrol,Silver,332706,2024-05-16,Showroom,1,329378.94,Lease,65319,165,Slow-Moving,0.19,29701,2077,City,2025-05-16,1,3184,49,Out of Warranty,4255,1496,492387
CUST06157,Egyptian,Individual,Low,76,0.3,BMW,X7,Base,2024,V6,Hybrid,Blue,442294,2022-05-23,Online,2,433448.12,Cash,310780,167,Medium-Moving,0.12,106928,4020,City,2023-07-17,8,1025,23,Out of Warranty,22070,14587,365570
CUST06158,Qatari,Individual,High,95,0.38,BMW,X5,Platinum,2022,Inline-4,Hybrid,Black,437995,2023-04-27,Fleet Sales,4,420475.2,Lease,182350,105,Medium-Moving,0.23,54990,5370,Mixed,2025-01-03,4,1544,91,Out of Warranty,9911,5945,433491
CUST06159,British,Corporate,Medium,96,0.44,Lexus,LX600,Mid,2023,V8,Petrol,Black,120598,2022-12-08,Online,1,119392.02,Bank Loan,69463,149,Medium-Moving,0.21,49685,1493,Highway,2024-11-01,7,2311,74,Under Warranty,933,959,425484
CUST06160,Filipino,Fleet,High,82,0.14,Toyota,Camry,Mid,2024,V8,Petrol,Black,133492,2023-09-19,Fleet Sales,6,125482.48,Lease,47165,156,Medium-Moving,0.21,59985,922,Mixed,2024-10-02,1,2158,89,Out of Warranty,17687,4475,332570
CUST06161,Egyptian,Corporate,Low,65,0.35,Lexus,LX600,Mid,2021,Inline-4,Hybrid,Blue,144508,2022-04-10,Fleet Sales,4,138727.68,Cash,108199,116,Medium-Moving,0.18,45563,3378,Highway,2023-03-26,3,1623,89,Under Warranty,14420,576,517107
CUST06162,Egyptian,Corporate,Low,48,0.11,Nissan,Altima,Platinum,2023,Inline-4,Hybrid,Black,229670,2022-07-18,Fleet Sales,6,215889.8,Cash,73654,169,Fast-Moving,0.25,22680,665,Highway,2023-08-21,4,3861,27,Out of Warranty,23268,10892,339403
CUST06163,British,Individual,Low,70,0.32,BMW,X5,Base,2023,Inline-4,Hybrid,Gray,127883,2022-12-06,Showroom,0,127883.0,Lease,32978,163,Medium-Moving,0.15,25893,5101,Highway,2023-04-16,4,907,7,Out of Warranty,17646,8084,128266
CUST06164,Egyptian,Individual,High,59,0.42,Nissan,Altima,Premium,2022,Inline-4,Hybrid,White,119932,2022-08-10,Online,8,110337.44,Lease,75795,173,Fast-Moving,0.16,14496,5441,Mixed,2023-10-03,5,2646,107,Under Warranty,3061,8175,373521
