customer_id,nationality,customer_type,income_band,loyalty_score,churn_risk_score,brand,model,trim,model_year,engine_type,fuel_type,color,vehicle_price,sale_date,sale_channel,discount_percentage,final_sale_price,payment_type,loan_amount,stock_days,inventory_status,depreciation_rate,mileage,avg_monthly_km,driving_pattern,last_service_date,service_count_last_12_months,avg_service_cost,next_service_due_days,warranty_status,service_revenue_to_date,parts_revenue_to_date,total_customer_lifetime_value,days_since_purchase,days_since_last_service,vehicle_age_years,is_under_warranty,revenue_per_service,total_revenue,customer_segment,segment_name,will_churn,brand_encoded,customer_type_encoded,income_band_encoded,churn_prediction,churn_probability,predicted_clv,clv_growth_potential,service_overdue,service_due_soon
CUST05564,Pakistani,Individual,Medium,80,0.2,BMW,X5,Mid,2021,V6,Hybrid,White,102177,2023-07-04,Online,3,99111.69,Lease,21341,140,Fast-Moving,0.11,73901,2708,Highway,2024-01-19,4,2782,28,Under Warranty,3208,12594,314626,919,720,5,1,641.6,15802,3,Service Champions,0,0,2,2,0,0.16073483,329239.93039948604,14613.930399486038,False,True
CUST05565,Filipino,Individual,High,67,0.41,Nissan,Altima,Premium,2023,V8,Petrol,White,242483,2023-08-03,Online,0,242483.0,Lease,98026,79,Fast-Moving,0.18,48947,1867,Highway,2025-03-11,0,1240,49,Under Warranty,11646,9738,376895,889,303,3,1,11646.0,21384,4,VIP Elite,1,3,2,0,0,0.23377223,373700.7572616977,-3194.242738302273,False,False
CUST05566,Qatari,Fleet,High,72,0.21,Lexus,RX350,Base,2023,Inline-4,Hybrid,Black,306866,2023-10-11,Showroom,8,282316.72,Bank Loan,84711,66,Medium-Moving,0.09,67298,4902,City,2024-12-05,7,1655,87,Out of Warranty,7239,4492,478957,820,399,3,0,904.875,11731,3,Service Champions,0,1,1,0,0,0.20745258,353463.6205977556,-125493.3794022444,False,False
CUST05567,Pakistani,Corporate,High,58,0.41,Lexus,LX600,Base,2024,Inline-4,Petrol,Gray,251451,2022-10-16,Fleet Sales,3,243907.47,Bank Loan,36900,29,Slow-Moving,0.13,6461,5964,Highway,2022-12-25,6,3989,16,Out of Warranty,8750,909,222978,1180,1110,2,0,1250.0,9659,1,Premium Loyalists,1,1,0,0,1,0.5403971,267472.4138670868,44494.41386708681,False,True
CUST05568,Filipino,Corporate,High,99,0.3,Nissan,Patrol,Platinum,2023,V6,Petrol,Blue,415995,2023-12-01,Fleet Sales,7,386875.35,Cash,38160,114,Fast-Moving,0.12,83592,3792,Highway,2025-05-29,5,3045,73,Under Warranty,14069,1140,370012,769,224,3,1,2344.8333333333335,15209,4,VIP Elite,0,3,0,0,0,0.219953,352849.3485204433,-17162.65147955669,False,False
CUST05569,Indian,Fleet,Medium,68,0.07,Nissan,Patrol,Mid,2024,Inline-4,Hybrid,White,217997,2023-09-18,Online,7,202737.21,Lease,152116,91,Medium-Moving,0.15,83852,903,Highway,2024-05-09,4,2588,45,Under Warranty,23562,975,497255,843,609,2,1,4712.4,24537,0,Budget Conscious,0,3,1,2,0,0.23916797,351660.0674678152,-145594.93253218482,False,False
CUST05570,Filipino,Fleet,Medium,40,0.14,Toyota,Camry,Premium,2023,V6,Hybrid,Gray,368662,2022-10-27,Showroom,7,342855.66,Cash,28201,113,Slow-Moving,0.21,95611,3720,Mixed,2023-02-14,3,3297,98,Out of Warranty,21717,1929,111730,1169,1059,3,0,5429.25,23646,2,High-Risk Churners,0,4,1,2,0,0.20014189,345934.6835321359,234204.6835321359,False,False
CUST05571,Jordanian,Individual,Medium,75,0.44,Toyota,Land Cruiser,Mid,2021,V8,Petrol,Silver,128845,2023-04-06,Showroom,2,126268.1,Bank Loan,72883,69,Fast-Moving,0.2,36413,2010,City,2024-05-08,0,2764,43,Out of Warranty,10964,14167,411883,1008,610,5,0,10964.0,25131,4,VIP Elite,1,4,2,2,0,0.24094716,349312.6295254941,-62570.37047450588,False,False
CUST05572,Jordanian,Fleet,Low,81,0.13,BMW,X5,Premium,2024,V6,Petrol,Blue,344167,2023-10-27,Showroom,5,326958.65,Cash,187444,148,Fast-Moving,0.23,109122,1128,City,2025-05-13,5,1859,88,Out of Warranty,19284,12535,135279,804,240,2,0,3214.0,31819,0,Budget Conscious,0,0,1,1,0,0.1233255,347452.67019504646,212173.67019504646,False,False
CUST05573,Qatari,Fleet,Low,58,0.29,Toyota,Land Cruiser,Base,2023,Inline-4,Hybrid,White,205102,2023-09-25,Fleet Sales,4,196897.92,Cash,90086,43,Medium-Moving,0.13,78425,1259,Highway,2024-08-22,3,3635,71,Out of Warranty,18781,3242,349920,836,504,3,0,4695.25,22023,0,Budget Conscious,0,4,1,1,0,0.23194084,373494.1747985553,23574.174798555323,False,False
CUST05574,Pakistani,Corporate,High,96,0.33,Mercedes,G-Class,Premium,2023,V6,Petrol,Silver,185953,2022-06-22,Fleet Sales,2,182233.94,Bank Loan,66970,34,Slow-Moving,0.2,36212,2455,Highway,2022-10-22,5,1053,21,Under Warranty,20578,14779,494682,1296,1174,3,1,3429.6666666666665,35357,4,VIP Elite,0,2,0,0,0,0.25943902,331209.09581318323,-163472.90418681677,False,True
CUST05575,Jordanian,Corporate,Low,77,0.17,Nissan,Patrol,Premium,2024,Inline-4,Hybrid,Blue,153827,2023-03-25,Showroom,6,144597.38,Lease,44375,124,Slow-Moving,0.13,100342,2511,City,2023-06-05,8,3532,105,Under Warranty,5763,3631,169236,1020,948,2,1,640.3333333333334,9394,2,High-Risk Churners,0,3,0,1,0,0.25521144,340216.55349921295,170980.55349921295,False,False
CUST05576,British,Individual,High,95,0.13,Nissan,Altima,Base,2022,Inline-4,Petrol,Silver,86191,2022-12-03,Fleet Sales,2,84467.18,Bank Loan,54826,70,Slow-Moving,0.09,32186,5770,Mixed,2023-12-17,5,3886,107,Out of Warranty,2867,1199,265961,1132,753,4,0,477.8333333333333,4066,2,High-Risk Churners,0,3,2,0,0,0.17551875,277151.85828247527,11190.858282475267,False,False
CUST05577,Qatari,Corporate,Medium,89,0.11,Nissan,Altima,Premium,2022,V8,Hybrid,Silver,312673,2024-04-09,Showroom,3,303292.81,Bank Loan,48779,98,Medium-Moving,0.16,87644,1689,Mixed,2024-08-13,5,2693,49,Under Warranty,13959,2134,267130,639,513,4,1,2326.5,16093,3,Service Champions,0,3,0,2,0,0.2790513,367166.7398378649,100036.73983786488,False,False
CUST05578,Pakistani,Individual,High,78,0.38,Lexus,LX600,Mid,2021,V6,Petrol,Gray,380754,2023-12-19,Online,0,380754.0,Lease,174605,53,Slow-Moving,0.11,82850,2811,Highway,2025-06-07,6,1085,17,Out of Warranty,14898,10480,554720,751,215,5,0,2128.285714285714,25378,1,Premium Loyalists,1,1,2,0,0,0.20038143,400057.43828166823,-154662.56171833177,False,True
CUST05579,Egyptian,Fleet,High,60,0.1,Nissan,Altima,Mid,2021,Inline-4,Petrol,Blue,113130,2023-01-21,Fleet Sales,6,106342.2,Lease,75396,67,Slow-Moving,0.13,66480,4103,Mixed,2024-02-09,3,865,79,Out of Warranty,10166,6840,116351,1083,699,5,0,2541.5,17006,2,High-Risk Churners,0,3,1,0,0,0.26468298,329402.5148207951,213051.5148207951,False,False
CUST05580,Egyptian,Corporate,High,63,0.35,BMW,X7,Platinum,2022,Inline-4,Hybrid,Silver,142711,2023-06-19,Fleet Sales,3,138429.67,Cash,23792,84,Slow-Moving,0.14,27012,1515,Mixed,2023-12-18,6,3406,37,Under Warranty,15415,12422,375792,934,752,4,1,2202.1428571428573,27837,0,Budget Conscious,0,0,0,0,0,0.25058284,344031.9855306889,-31760.014469311107,False,False
CUST05581,Egyptian,Corporate,Medium,97,0.05,BMW,X7,Premium,2023,Inline-4,Hybrid,White,80345,2023-03-21,Online,6,75524.3,Bank Loan,54025,87,Fast-Moving,0.2,113842,4596,Highway,2023-08-04,5,2193,100,Under Warranty,11149,4812,473630,1024,888,3,1,1858.1666666666667,15961,3,Service Champions,0,0,0,2,0,0.24713342,350210.3926749172,-123419.60732508282,False,False
CUST05582,British,Corporate,Low,73,0.35,Nissan,Altima,Premium,2021,V8,Petrol,Black,406312,2022-09-23,Showroom,3,394122.64,Lease,184263,149,Medium-Moving,0.16,46016,3194,Highway,2024-08-01,0,1656,16,Out of Warranty,16585,498,589455,1203,525,5,0,16585.0,17083,1,Premium Loyalists,0,3,0,1,0,0.16355452,395173.64201684046,-194281.35798315954,False,True
CUST05583,Egyptian,Corporate,High,55,0.24,Nissan,Patrol,Mid,2021,Inline-4,Hybrid,Gray,315165,2023-07-13,Showroom,6,296255.1,Cash,224181,138,Slow-Moving,0.17,82834,688,Highway,2023-12-26,6,3868,24,Out of Warranty,9024,5906,158940,910,744,5,0,1289.142857142857,14930,0,Budget Conscious,0,3,0,0,0,0.12901218,350258.39702034194,191318.39702034194,False,True
CUST05584,Qatari,Corporate,High,89,0.34,BMW,X5,Base,2022,V8,Petrol,Silver,97736,2024-02-01,Showroom,6,91871.84,Cash,69390,83,Fast-Moving,0.22,68076,5702,Highway,2025-03-19,1,2671,78,Out of Warranty,10223,1580,198992,707,295,4,0,5111.5,11803,2,High-Risk Churners,0,0,0,0,0,0.18619493,271922.11487307725,72930.11487307725,False,False
CUST05585,Qatari,Corporate,Medium,100,0.14,Nissan,Patrol,Mid,2024,V6,Petrol,Silver,92635,2023-10-29,Online,6,87076.9,Lease,57713,81,Medium-Moving,0.25,92827,5882,Mixed,2023-12-14,1,865,73,Out of Warranty,13995,8279,151010,802,756,2,0,6997.5,22274,2,High-Risk Churners,0,3,0,2,0,0.18727832,237817.36689373615,86807.36689373615,False,False
CUST05586,Indian,Corporate,Low,90,0.16,BMW,X7,Platinum,2023,V6,Petrol,Black,360944,2022-10-07,Showroom,1,357334.56,Lease,243555,53,Fast-Moving,0.15,74282,5400,Mixed,2022-12-04,0,3144,86,Under Warranty,19764,3135,327290,1189,1131,3,1,19764.0,22899,2,High-Risk Churners,0,0,0,1,0,0.11117449,334706.79779605474,7416.797796054743,False,False
CUST05587,Egyptian,Corporate,Low,95,0.37,Lexus,LX600,Mid,2022,Inline-4,Hybrid,Black,352885,2023-01-23,Online,5,335240.75,Lease,259741,148,Slow-Moving,0.1,64009,3812,Mixed,2024-08-15,8,3972,112,Under Warranty,24078,4747,442785,1081,511,4,1,2675.3333333333335,28825,4,VIP Elite,1,1,0,1,0,0.27466056,378865.8242961746,-63919.17570382543,False,False
CUST05588,Indian,Fleet,Low,78,0.42,BMW,X7,Mid,2023,Inline-4,Hybrid,Silver,140426,2022-10-16,Fleet Sales,7,130596.18,Cash,103070,129,Slow-Moving,0.24,46484,4963,Highway,2023-11-19,0,2771,76,Under Warranty,16429,12958,95716,1180,781,3,1,16429.0,29387,2,High-Risk Churners,1,0,1,1,0,0.3572322,303652.59591208806,207936.59591208806,False,False
CUST05589,Pakistani,Individual,Medium,82,0.27,Lexus,RX350,Premium,2022,V8,Petrol,Silver,85637,2022-06-25,Online,5,81355.15,Cash,51825,21,Medium-Moving,0.12,56078,2772,City,2022-08-07,7,1129,54,Under Warranty,19353,8610,291317,1293,1250,4,1,2419.125,27963,4,VIP Elite,0,1,2,2,0,0.187558,276036.8555270706,-15280.144472929416,False,False
CUST05590,Jordanian,Corporate,High,81,0.08,Mercedes,G-Class,Premium,2022,V8,Petrol,Black,154074,2023-06-10,Showroom,2,150992.52,Lease,71931,128,Slow-Moving,0.23,69759,867,Highway,2023-09-28,1,3233,53,Out of Warranty,9073,10531,498193,943,833,4,0,4536.5,19604,3,Service Champions,0,2,0,0,0,0.1789076,345531.42802306113,-152661.57197693887,False,False
CUST05591,Pakistani,Fleet,High,91,0.39,Mercedes,G-Class,Premium,2024,V6,Hybrid,Gray,377468,2023-06-06,Fleet Sales,8,347270.56,Cash,183501,128,Medium-Moving,0.11,92486,3976,City,2023-09-20,3,3850,67,Under Warranty,20388,10082,407553,947,841,2,1,5097.0,30470,4,VIP Elite,1,2,1,0,0,0.20597358,354763.5038310339,-52789.496168966114,False,False
CUST05592,Jordanian,Corporate,Medium,58,0.4,BMW,X7,Premium,2024,V6,Petrol,White,116095,2024-01-25,Showroom,8,106807.4,Lease,73020,147,Medium-Moving,0.2,86754,812,Highway,2025-03-07,6,1044,58,Under Warranty,22184,11872,344762,714,307,2,1,3169.1428571428573,34056,0,Budget Conscious,1,0,0,2,0,0.27095416,345387.5629783687,625.5629783687182,False,False
CUST05593,Jordanian,Individual,Medium,73,0.33,Toyota,Camry,Mid,2024,Inline-4,Hybrid,Black,318776,2024-01-16,Online,6,299649.44,Lease,118524,110,Fast-Moving,0.17,115731,5019,Highway,2025-05-27,6,3561,62,Out of Warranty,16255,2140,476576,723,226,2,0,2322.1428571428573,18395,1,Premium Loyalists,0,4,2,2,0,0.18230537,372045.3680515851,-104530.6319484149,False,False
CUST05594,British,Fleet,Low,42,0.25,Mercedes,G-Class,Premium,2024,V8,Hybrid,Blue,366175,2023-10-21,Showroom,2,358851.5,Cash,69298,119,Fast-Moving,0.12,44425,5387,City,2024-06-10,3,1312,26,Out of Warranty,21341,7586,158512,810,577,2,0,5335.25,28927,2,High-Risk Churners,0,2,1,1,0,0.13660814,302883.32701029076,144371.32701029076,False,True
CUST05595,Indian,Fleet,Medium,47,0.12,Mercedes,G-Class,Platinum,2024,V8,Hybrid,White,221697,2024-04-27,Online,2,217263.06,Lease,132946,137,Fast-Moving,0.11,65500,2290,Highway,2024-09-08,1,3425,108,Out of Warranty,13453,5757,245983,621,487,2,0,6726.5,19210,0,Budget Conscious,0,2,1,2,0,0.29594615,360936.5754620734,114953.57546207338,False,False
CUST05596,Qatari,Corporate,Medium,84,0.32,BMW,X7,Mid,2021,V8,Hybrid,Gray,134565,2024-02-02,Online,0,134565.0,Lease,106367,51,Medium-Moving,0.18,85164,2496,City,2025-09-15,8,2936,10,Out of Warranty,18632,14446,98963,706,115,5,0,2070.222222222222,33078,4,VIP Elite,0,0,0,2,0,0.16427682,347464.42752884154,248501.42752884154,False,True
CUST05597,Indian,Individual,Medium,48,0.13,Lexus,RX350,Premium,2022,Inline-4,Hybrid,Black,286302,2022-05-01,Fleet Sales,5,271986.9,Lease,167765,81,Slow-Moving,0.1,51231,1573,Mixed,2022-11-05,1,2333,73,Under Warranty,20771,8977,512998,1348,1160,4,1,10385.5,29748,0,Budget Conscious,0,1,2,2,0,0.20381655,349884.2627713421,-163113.73722865788,False,False
CUST05598,Qatari,Corporate,Medium,65,0.22,BMW,X5,Platinum,2024,Inline-4,Petrol,White,282426,2024-02-27,Showroom,6,265480.44,Cash,147825,65,Medium-Moving,0.14,80788,4487,Highway,2024-11-21,6,1529,80,Out of Warranty,5365,7256,512474,681,413,2,0,766.4285714285714,12621,1,Premium Loyalists,0,0,0,2,0,0.20387106,354142.7224540999,-158331.27754590008,False,False
CUST05599,Egyptian,Fleet,High,47,0.19,BMW,X5,Base,2023,V6,Hybrid,Black,427835,2024-02-05,Showroom,2,419278.3,Bank Loan,247236,147,Slow-Moving,0.11,102314,2919,City,2025-09-19,3,1682,58,Out of Warranty,21034,9952,578914,703,111,3,0,5258.5,30986,0,Budget Conscious,0,0,1,0,0,0.19547251,358981.7090678445,-219932.2909321555,False,False
CUST05600,Egyptian,Corporate,Medium,86,0.31,Nissan,Patrol,Platinum,2023,V6,Petrol,White,143548,2022-04-24,Fleet Sales,1,142112.52,Cash,64528,62,Medium-Moving,0.09,117050,5615,Mixed,2023-02-09,0,2528,74,Under Warranty,13035,2440,341162,1355,1064,3,1,13035.0,15475,2,High-Risk Churners,0,3,0,2,0,0.16280034,329702.484036619,-11459.515963380982,False,False
CUST05601,British,Individual,High,49,0.29,Mercedes,G-Class,Base,2021,V8,Hybrid,White,448630,2022-12-20,Showroom,0,448630.0,Cash,150023,25,Medium-Moving,0.17,10246,5849,Mixed,2024-06-08,3,3815,10,Out of Warranty,7188,96,188767,1115,579,5,0,1797.0,7284,1,Premium Loyalists,0,2,2,0,0,0.32274005,350366.6363331756,161599.6363331756,False,True
CUST05602,British,Individual,Medium,72,0.06,BMW,X7,Premium,2023,Inline-4,Hybrid,Blue,325909,2024-04-13,Fleet Sales,3,316131.73,Lease,185349,156,Medium-Moving,0.18,104249,3268,Highway,2025-10-27,3,1518,88,Under Warranty,23606,4375,385302,635,73,3,1,5901.5,27981,3,Service Champions,0,0,2,2,0,0.20741759,332388.7860349704,-52913.21396502957,False,False
CUST05603,British,Individual,High,82,0.35,Toyota,Corolla,Platinum,2022,V8,Hybrid,Silver,221327,2024-05-17,Fleet Sales,4,212473.92,Lease,42803,65,Slow-Moving,0.14,60303,1928,Highway,2024-08-23,7,1670,42,Out of Warranty,7083,1429,218657,601,503,4,0,885.375,8512,4,VIP Elite,0,4,2,0,0,0.19564912,335722.9255542095,117065.9255542095,False,False
CUST05604,Pakistani,Corporate,Low,64,0.1,Lexus,LX600,Base,2022,Inline-4,Hybrid,White,81472,2022-10-12,Fleet Sales,5,77398.4,Lease,30410,56,Slow-Moving,0.11,93537,4123,Highway,2023-06-06,1,1299,71,Under Warranty,11202,8016,171074,1184,947,4,1,5601.0,19218,2,High-Risk Churners,0,1,0,1,0,0.24154972,269975.85673355416,98901.85673355416,False,False
CUST05605,British,Fleet,Medium,59,0.35,Toyota,Land Cruiser,Base,2023,V8,Petrol,White,248798,2022-08-20,Fleet Sales,7,231382.14,Bank Loan,130464,159,Medium-Moving,0.13,52023,2244,Mixed,2023-01-31,0,1781,115,Out of Warranty,5070,12012,458011,1237,1073,3,0,5070.0,17082,0,Budget Conscious,0,4,1,2,0,0.14344656,335394.4688050084,-122616.5311949916,False,False
CUST05606,Pakistani,Corporate,High,42,0.17,Nissan,Patrol,Platinum,2021,Inline-4,Petrol,White,159322,2024-04-04,Online,6,149762.68,Cash,26869,55,Slow-Moving,0.22,19590,2781,City,2024-05-29,0,1326,9,Out of Warranty,1452,1377,112645,644,589,5,0,1452.0,2829,0,Budget Conscious,0,3,0,0,0,0.09473891,376307.77623737504,263662.77623737504,False,True
CUST05607,Qatari,Fleet,Low,55,0.09,Mercedes,G-Class,Platinum,2022,Inline-4,Petrol,Blue,120573,2022-05-21,Online,6,113338.62,Cash,25373,170,Slow-Moving,0.18,24759,1269,City,2023-11-15,7,3822,74,Out of Warranty,11510,9919,190236,1328,785,4,0,1438.75,21429,0,Budget Conscious,0,2,1,1,0,0.21657878,336943.6890488039,146707.68904880388,False,False
CUST05608,Jordanian,Individual,High,50,0.39,BMW,X7,Platinum,2021,V8,Hybrid,Silver,302237,2023-09-19,Online,8,278058.04,Lease,77734,148,Fast-Moving,0.13,65579,4116,City,2024-05-16,7,1860,57,Out of Warranty,4274,6414,504078,842,602,5,0,534.25,10688,1,Premium Loyalists,1,0,2,0,0,0.35233155,363257.58823513397,-140820.41176486603,False,False
CUST05609,Pakistani,Corporate,Medium,40,0.18,BMW,X5,Mid,2021,V6,Hybrid,Black,366844,2022-09-17,Fleet Sales,4,352170.24,Bank Loan,142381,103,Slow-Moving,0.25,61240,5694,City,2024-04-16,7,2994,50,Under Warranty,22882,3249,465985,1209,632,5,1,2860.25,26131,1,Premium Loyalists,0,0,0,2,0,0.26207635,363252.2959992348,-102732.70400076522,False,False
CUST05610,Qatari,Corporate,Medium,74,0.12,Mercedes,E-Class,Base,2022,V6,Hybrid,Gray,356325,2023-02-07,Fleet Sales,4,342072.0,Bank Loan,100556,21,Fast-Moving,0.23,92188,5426,Mixed,2024-07-11,1,2270,80,Out of Warranty,2426,6369,315595,1066,546,4,0,1213.0,8795,2,High-Risk Churners,0,2,0,2,0,0.27612978,337560.63630799827,21965.63630799827,False,False
CUST05611,Qatari,Individual,High,91,0.12,Lexus,LX600,Platinum,2023,V6,Petrol,Silver,88779,2022-08-08,Online,2,87003.42,Cash,64387,94,Fast-Moving,0.13,49917,3572,Highway,2023-05-01,2,1369,38,Out of Warranty,23596,2640,393342,1249,983,3,0,7865.333333333333,26236,3,Service Champions,0,1,2,0,0,0.16855127,397614.4417941305,4272.4417941304855,False,False
CUST05612,British,Corporate,Medium,44,0.26,Lexus,RX350,Premium,2021,V8,Petrol,Blue,254714,2023-12-18,Online,7,236884.02,Lease,66474,36,Fast-Moving,0.08,101577,3866,Mixed,2025-06-14,1,834,62,Under Warranty,12743,4571,243412,752,208,5,1,6371.5,17314,1,Premium Loyalists,0,1,0,2,0,0.3145122,381582.4289452865,138170.4289452865,False,False
CUST05613,British,Individual,Medium,76,0.27,Nissan,Patrol,Base,2022,V6,Hybrid,Blue,188185,2024-04-19,Fleet Sales,7,175012.05,Bank Loan,2967,170,Fast-Moving,0.18,47713,1926,Mixed,2024-06-18,6,3370,70,Under Warranty,17732,13116,324381,629,569,4,1,2533.1428571428573,30848,4,VIP Elite,0,3,2,2,0,0.2440837,341122.76170663675,16741.761706636753,False,False
CUST05614,British,Individual,Medium,54,0.34,Lexus,RX350,Platinum,2023,V6,Hybrid,Silver,205557,2022-12-05,Showroom,1,203501.43,Cash,16897,45,Medium-Moving,0.18,29942,549,City,2023-07-08,4,1908,23,Out of Warranty,19140,9876,440038,1130,915,3,0,3828.0,29016,0,Budget Conscious,0,1,2,2,0,0.08131463,373152.3038322658,-66885.69616773422,False,True
CUST05615,Qatari,Individual,Low,97,0.38,BMW,X5,Platinum,2021,V6,Petrol,Gray,276544,2022-09-24,Showroom,4,265482.24,Bank Loan,117761,91,Slow-Moving,0.09,36390,3168,City,2024-04-29,0,2371,11,Under Warranty,21349,3935,270596,1202,619,5,1,21349.0,25284,4,VIP Elite,1,0,2,1,0,0.16168985,331151.51060795673,60555.510607956734,False,True
CUST05616,Qatari,Fleet,Medium,70,0.24,Nissan,Altima,Premium,2024,V8,Hybrid,Silver,395180,2023-05-02,Fleet Sales,7,367517.4,Lease,72828,50,Slow-Moving,0.17,111205,4933,Highway,2024-02-15,8,1304,88,Out of Warranty,8550,1790,501169,982,693,2,0,950.0,10340,1,Premium Loyalists,0,3,1,2,0,0.2773592,370953.4850516547,-130215.51494834531,False,False
CUST05617,Egyptian,Corporate,Medium,81,0.39,Mercedes,E-Class,Base,2023,V8,Hybrid,Black,298575,2023-08-10,Showroom,2,292603.5,Cash,167654,17,Medium-Moving,0.25,8037,5354,Mixed,2024-04-04,7,2194,103,Under Warranty,22248,2039,225216,882,644,3,1,2781.0,24287,1,Premium Loyalists,1,2,0,2,0,0.23544918,352400.4426512041,127184.44265120412,False,False
CUST05618,Jordanian,Corporate,Low,98,0.26,Nissan,Patrol,Mid,2024,Inline-4,Hybrid,Gray,164650,2022-05-12,Showroom,2,161357.0,Bank Loan,88413,133,Slow-Moving,0.18,79311,936,City,2023-07-31,0,1379,46,Out of Warranty,11749,14655,454836,1337,892,2,0,11749.0,26404,4,VIP Elite,0,3,0,1,0,0.1941439,336101.77284686273,-118734.22715313727,False,False
CUST05619,Jordanian,Fleet,Medium,51,0.37,Nissan,Altima,Platinum,2024,V8,Petrol,Blue,446236,2023-03-19,Showroom,4,428386.56,Cash,155138,61,Fast-Moving,0.18,79103,2643,City,2023-12-08,6,1165,52,Under Warranty,12854,14992,354366,1026,762,2,1,1836.2857142857142,27846,1,Premium Loyalists,1,3,1,2,0,0.25477543,350400.4252611704,-3965.5747388295713,False,False
CUST05620,British,Corporate,Low,84,0.14,Nissan,Patrol,Premium,2022,V8,Hybrid,Black,170813,2022-07-31,Showroom,2,167396.74,Lease,88159,144,Medium-Moving,0.2,80321,2874,City,2023-05-10,4,1876,15,Out of Warranty,12909,10273,315679,1257,974,4,0,2581.8,23182,3,Service Champions,0,3,0,1,0,0.18816912,343888.08554300544,28209.085543005436,False,True
CUST05621,British,Individual,High,68,0.18,Lexus,RX350,Mid,2021,V8,Hybrid,Silver,312773,2023-11-23,Fleet Sales,1,309645.27,Cash,113476,153,Fast-Moving,0.24,27186,1460,Mixed,2024-06-23,5,2606,57,Under Warranty,6010,8341,546829,777,564,5,1,1001.6666666666666,14351,3,Service Champions,0,1,2,0,0,0.23258893,369485.4532490804,-177343.5467509196,False,False
CUST05622,Pakistani,Individual,High,72,0.39,Lexus,LX600,Base,2022,V6,Petrol,Silver,373916,2024-04-06,Showroom,4,358959.36,Lease,135286,163,Medium-Moving,0.24,65082,1785,Highway,2026-01-07,6,3121,90,Under Warranty,9186,11978,227840,642,1,4,1,1312.2857142857142,21164,4,VIP Elite,1,1,2,0,0,0.3546011,333281.07420413697,105441.07420413697,False,False
CUST05623,Filipino,Individual,Medium,50,0.17,Mercedes,E-Class,Premium,2022,V6,Petrol,Gray,174314,2022-11-01,Fleet Sales,1,172570.86,Bank Loan,87902,29,Slow-Moving,0.11,49769,3668,City,2024-01-16,7,3399,40,Under Warranty,5218,1288,332370,1164,723,4,1,652.25,6506,0,Budget Conscious,0,2,2,2,0,0.17778166,341536.8437095233,9166.843709523324,False,False
CUST05624,Indian,Corporate,Low,91,0.43,Nissan,Patrol,Mid,2024,Inline-4,Hybrid,Black,132270,2022-07-29,Showroom,6,124333.8,Lease,98591,51,Slow-Moving,0.19,52581,3587,Mixed,2023-12-23,3,1175,30,Out of Warranty,4307,8870,409914,1259,747,2,0,1076.75,13177,4,VIP Elite,1,3,0,1,0,0.2090267,377107.3739222376,-32806.6260777624,False,True
CUST05625,Jordanian,Fleet,High,89,0.21,Toyota,Corolla,Base,2023,Inline-4,Petrol,Black,425372,2023-10-19,Online,3,412610.84,Bank Loan,179651,36,Fast-Moving,0.15,8894,5244,Highway,2025-01-14,2,943,69,Out of Warranty,4177,8440,472895,812,359,3,0,1392.3333333333333,12617,3,Service Champions,0,4,1,0,0,0.19098508,390303.58495235717,-82591.41504764283,False,False
CUST05626,British,Individual,High,85,0.15,Nissan,Patrol,Base,2022,V6,Hybrid,Black,393657,2023-04-30,Showroom,8,362164.44,Lease,37314,153,Medium-Moving,0.2,29143,2238,Highway,2024-12-07,6,1391,11,Under Warranty,2478,3949,218325,984,397,4,1,354.0,6427,2,High-Risk Churners,0,3,2,0,0,0.13252804,380597.3732762351,162272.37327623513,False,True
CUST05627,Qatari,Corporate,Low,46,0.25,BMW,X7,Base,2023,V6,Petrol,Black,361251,2022-05-12,Online,6,339575.94,Lease,54439,113,Slow-Moving,0.14,109399,3920,City,2022-06-20,8,2256,110,Under Warranty,20732,11731,449668,1337,1298,3,1,2303.5555555555557,32463,1,Premium Loyalists,0,0,0,1,0,0.13015105,445676.3968539986,-3991.6031460014055,False,False
CUST05628,British,Fleet,Medium,74,0.42,Toyota,Corolla,Platinum,2024,V8,Hybrid,Blue,393302,2022-08-31,Fleet Sales,2,385435.96,Lease,167031,70,Medium-Moving,0.24,45479,3182,Mixed,2022-12-18,5,3267,79,Out of Warranty,18552,12736,441922,1226,1117,2,0,3092.0,31288,1,Premium Loyalists,1,4,1,2,0,0.24388932,363522.8433285787,-78399.15667142131,False,False
CUST05629,Qatari,Fleet,Medium,88,0.24,Toyota,Corolla,Premium,2024,V6,Hybrid,Gray,166533,2022-03-30,Showroom,2,163202.34,Cash,89132,148,Medium-Moving,0.14,21487,4130,City,2022-05-28,7,3455,51,Under Warranty,20706,12265,382303,1380,1321,2,1,2588.25,32971,3,Service Champions,0,4,1,2,0,0.22717136,370717.6850184839,-11585.314981516101,False,False
CUST05630,Indian,Corporate,Medium,41,0.32,Nissan,Patrol,Mid,2024,Inline-4,Petrol,Blue,407087,2024-05-01,Fleet Sales,2,398945.26,Cash,86749,44,Medium-Moving,0.19,12957,2276,Mixed,2024-07-08,1,936,18,Under Warranty,2528,9670,316925,617,549,2,1,1264.0,12198,0,Budget Conscious,0,3,0,2,0,0.20146728,339873.37740126054,22948.377401260543,False,True
